Player,Hold_Count,sRE24,sTmRDiff,aTmRDiff,a_aLI,sIR,aIR,TmRS,sWPA,aWPA,sIP,aIP,sH,aH,sR,aR,sER,aER,sUER,aUER,sHR,aHR,sBB,aBB,sIBB,aIBB,s_SO,aSO,sHBP,aHBP,sBK,aBK,sWP,aWP,sBF,aBF,sBR,aBR,sIS,aIS,Hold_n_Loss,5+_Holds,Team,BONUS,ERA,FIP,K/9,BB/9,BAA,OBP,WHIP,RA9,Team_Sit_Player,SV,BS,MY_STATs_FINALLY,xHOLDS,is_xHolds_M/L_Holds,Teams_Holds,Better_xHolds,player_id
Jordan Romano,7,1.52,22,3.142857143,1.454285714,0,0,,0.372,0.053142857,7      ,1      ,4,0.571428571,2,0.285714286,2,0.285714286,0,0,1,0.142857143,1,0.142857143,0,0,5,0.714285714,1,0.142857143,1,0.142857143,0,0,25,3.571428571,6,0.857142857,0,0,0,TRUE,PHI,,2.571428571,4.420714286,0.555555556,0.111111111,0.16,0.24,0.714285714,2.571428571,157,8,3,,6.643312102,FALSE,83,6.851394904,605447
Carlos Hernández,1,0.55,6,6,0.74,0,0,,0.058,0.058,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,PHI,,0,1.135,0.111111111,0,0,0,0,0,157,0,0,,0.949044586,FALSE,83,0.978770701,672578
José Alvarado,5,0.1,12,2.4,2.266,0,0,,0.016,0.0032,4  1/3 , 13/15,6,1.2,1,0.2,1,0.2,0,0,0,0,2,0.4,0,0,8,1.6,0,0,0,0,0,0,22,4.4,8,1.6,0,0,0,TRUE,PHI,,2.076923077,0.827307692,0.888888889,0.222222222,0.272727273,0.363636364,1.846153846,2.076923077,157,7,1,,4.74522293,FALSE,83,4.893853503,621237
José Ruiz,3,1.41,7,2.333333333,0.92,2,0.666666667,,0.126,0.042,2      ,  2/3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0,0,0,0,0,0,5,1.666666667,0,0,0,0,0,FALSE,PHI,,0,1.135,0.222222222,0,0,0,0,0,157,0,0,,2.847133758,FALSE,83,2.936312102,614179
Justin Lawrence,6,2.69,17,2.833333333,1.296666667,0,0,,0.404,0.067333333,5  2/3 , 17/18,1,0.166666667,0,0,0,0,0,0,0,0,2,0.333333333,0,0,9,1.5,1,0.166666667,0,0,2,0.333333333,20,3.333333333,5,0.833333333,0,0,0,TRUE,PIT,,0,1.546764706,1,0.222222222,0.05,0.2,0.529411765,0,138,0,1,,6.47826087,TRUE,76,6.681173913,664875
Chase Shugart,5,2.4,6,1.2,1.208,2,0.4,,0.314,0.0628,4      ,  4/5 ,1,0.2,0,0,0,0,0,0,0,0,3,0.6,0,0,5,1,0,0,0,0,0,0,15,3,4,0.8,0,0,0,TRUE,PIT,,0,2.885,0.555555556,0.333333333,0.066666667,0.266666667,1,0,138,0,2,,5.398550725,TRUE,76,5.567644928,663767
Mike Burrows,1,0,6,6,1.16,0,0,,0.03,0.03,2      ,2      ,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,0,0,0,FALSE,PIT,,4.5,9.635,0,0,0.285714286,0.285714286,1,4.5,138,0,0,,1.079710145,TRUE,76,1.113528986,681347
Isaac Mattson,12,1.17,26,2.166666667,1.649166667,2,0.166666667,,0.433,0.036083333,12      ,1      ,12,1,5,0.416666667,5,0.416666667,0,0,1,0.083333333,2,0.166666667,0,0,12,1,1,0.083333333,0,0,0,0,50,4.166666667,15,1.25,0,0,0,TRUE,PIT,,3.75,2.968333333,1.333333333,0.222222222,0.24,0.3,1.166666667,3.75,138,0,3,,12.95652174,TRUE,76,13.36234783,676755
Kyle Nicolas,3,2.03,10,3.333333333,1.93,0,0,,0.387,0.129,4      ,1  1/3 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0,0,0,0,0,0,13,4.333333333,3,1,0,0,0,FALSE,PIT,,0,2.135,0.222222222,0,0.230769231,0.230769231,0.75,0,138,0,1,,3.239130435,TRUE,76,3.340586957,693312
Braxton Ashcraft,4,1.92,11,2.75,0.9125,0,0,,0.254,0.0635,6  1/3 ,1  7/12,2,0.5,1,0.25,1,0.25,0,0,0,0,3,0.75,0,0,10,2.5,0,0,0,0,0,0,24,6,5,1.25,0,0,0,FALSE,PIT,,1.421052632,1.398157895,1.111111111,0.333333333,0.083333333,0.208333333,0.789473684,1.421052632,138,0,1,,4.31884058,TRUE,76,4.454115942,677952
Evan Sisk,2,0.91,2,1,2.23,2,1,,0.136,0.068,1  2/3 ,  5/6 ,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0,1,0.5,0,0,0,0,1,0.5,8,4,3,1.5,1,0.5,0,FALSE,PIT,,0,5.535,0.111111111,0.222222222,0.125,0.375,1.8,0,138,0,0,,2.15942029,TRUE,76,2.227057971,681895
Carmen Mlodzinski,3,3.18,1,0.333333333,1.526666667,1,0.333333333,,0.501,0.167,5  2/3 ,1  8/9 ,2,0.666666667,0,0,0,0,0,0,0,0,3,1,0,0,7,2.333333333,0,0,0,0,1,0.333333333,21,7,5,1.666666667,0,0,0,FALSE,PIT,,0,2.252647059,0.777777778,0.333333333,0.095238095,0.238095238,0.882352941,0,138,0,1,,3.239130435,TRUE,76,3.340586957,669387
Dauri Moreta,2,1.02,4,2,1.765,0,0,,0.184,0.092,2      ,1      ,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,3,1,0.5,0,0,0,FALSE,PIT,,0,1.135,0.222222222,0,0.166666667,0.166666667,0.5,0,138,0,1,,2.15942029,TRUE,76,2.227057971,664294
Dennis Santana,13,6.15,31,2.384615385,1.609230769,7,0.538461538,,0.961,0.073923077,12  2/3 , 38/39,4,0.307692308,0,0,0,0,0,0,0,0,4,0.307692308,0,0,15,1.153846154,0,0,0,0,0,0,46,3.538461538,8,0.615384615,1,0.076923077,0,TRUE,PIT,,0,1.713947368,1.666666667,0.444444444,0.086956522,0.173913043,0.631578947,0,138,16,3,,14.03623188,TRUE,76,14.47587681,642701
Caleb Ferguson,14,4.81,33,2.357142857,1.392142857,2,0.142857143,,0.851,0.060785714,14  1/3 ,1  1/42,8,0.571428571,2,0.142857143,2,0.142857143,0,0,0,0,4,0.285714286,0,0,12,0.857142857,1,0.071428571,0,0,0,0,54,3.857142857,13,0.928571429,0,0,0,TRUE,PIT,,1.255813953,2.507093023,1.333333333,0.444444444,0.148148148,0.240740741,0.837209302,1.255813953,138,0,5,,15.11594203,TRUE,76,15.5894058,657571
Yohan Ramírez,1,0.24,2,2,1.67,1,1,,0.031,0.031,  1/3 ,  1/3 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,FALSE,PIT,,0,-2.865,0.111111111,0,0.5,0.5,3,0,138,0,0,,1.079710145,TRUE,76,1.113528986,670990
Tanner Rainey,2,-1.81,0,0,2.03,0,0,,-0.294,-0.147,1      ,  1/2 ,1,0.5,4,2,4,2,0,0,0,0,3,1.5,0,0,0,0,1,0.5,0,0,0,0,8,4,5,2.5,0,0,1,FALSE,PIT,,36,15.135,0,0.333333333,0.125,0.625,4,36,138,0,1,,2.15942029,TRUE,76,2.227057971,663432
Colin Holderman,2,-0.75,-2,-1,2.095,0,0,,-0.101,-0.0505,2      ,1      ,3,1.5,3,1.5,3,1.5,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,0.5,10,5,5,2.5,0,0,0,FALSE,PIT,,13.5,4.135,0.222222222,0.222222222,0.3,0.5,2.5,13.5,138,1,2,,2.15942029,TRUE,76,2.227057971,670059
Ryan Borucki,7,3.2,11,1.571428571,2.237142857,7,1,,0.6,0.085714286,5  2/3 , 17/21,3,0.428571429,0,0,0,0,0,0,0,0,1,0.142857143,0,0,6,0.857142857,0,0,0,0,0,0,19,2.714285714,4,0.571428571,1,0.142857143,0,TRUE,PIT,,0,1.546764706,0.666666667,0.111111111,0.157894737,0.210526316,0.705882353,0,138,0,3,,7.557971014,TRUE,76,7.794702899,621366
David Morgan,1,-1.85,3,3,1.81,2,2,,-0.13,-0.13,  1/3 ,  1/3 ,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,3,3,2,2,0,FALSE,SDP,,0,30.135,0,0.333333333,0,0.75,9,0,169,0,0,,0.881656805,FALSE,104,0.909272189,688158
Kyle Hart,2,-0.88,0,0,2.17,0,0,,-0.105,-0.0525,1      ,  1/2 ,2,1,3,1.5,3,1.5,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,7,3.5,4,2,0,0,0,FALSE,SDP,,27,5.135,0.222222222,0.222222222,0.285714286,0.571428571,4,27,169,0,0,,1.763313609,FALSE,104,1.818544379,606996
Mason Miller,10,5.25,20,2,2.083,6,0.6,,0.995,0.0995,11  1/3 ,1  2/15,5,0.5,0,0,0,0,0,0,0,0,6,0.6,0,0,19,1.9,0,0,0,0,0,0,41,4.1,11,1.1,2,0.2,0,TRUE,SDP,,0,1.370294118,2.111111111,0.666666667,0.12195122,0.268292683,0.970588235,0,169,22,4,,8.816568047,FALSE,104,9.092721893,695243
Adrián Morejón,20,10.61,40,2,1.685,15,0.75,,1.766,0.0883,17  2/3 , 53/60,7,0.35,2,0.1,2,0.1,0,0,0,0,1,0.05,0,0,21,1.05,0,0,0,0,0,0,60,3,8,0.4,0,0,0,TRUE,SDP,,1.018867925,0.92745283,2.333333333,0.111111111,0.116666667,0.133333333,0.452830189,1.018867925,169,3,4,,17.63313609,FALSE,104,18.18544379,670970
Wandy Peralta,4,1.1,7,1.75,2.3325,3,0.75,,0.298,0.0745,3      ,  3/4 ,3,0.75,1,0.25,1,0.25,0,0,1,0.25,1,0.25,0,0,3,0.75,0,0,0,0,0,0,12,3,4,1,0,0,0,FALSE,SDP,,3,6.468333333,0.333333333,0.111111111,0.25,0.333333333,1.333333333,3,169,0,1,,3.526627219,FALSE,104,3.637088757,593974
Jeremiah Estrada,30,8.04,61,2.033333333,1.386666667,5,0.166666667,,1.938,0.0646,28      , 14/15,15,0.5,5,0.166666667,5,0.166666667,0,0,4,0.133333333,6,0.2,0,0,40,1.333333333,2,0.066666667,0,0,1,0.033333333,105,3.5,23,0.766666667,1,0.033333333,0,TRUE,SDP,,1.607142857,2.992142857,4.444444444,0.666666667,0.142857143,0.219047619,0.75,1.607142857,169,3,3,,26.44970414,FALSE,104,27.27816568,669093
Jason Adam,29,11.81,55,1.896551724,1.778965517,2,0.068965517,,2.447,0.08437931,29  2/3 ,1  2/87,18,0.620689655,3,0.103448276,3,0.103448276,0,0,1,0.034482759,9,0.310344828,1,0.034482759,29,1,1,0.034482759,0,0,1,0.034482759,114,3.931034483,29,1,0,0,0,TRUE,SDP,,0.91011236,2.629382022,3.222222222,1,0.157894737,0.245614035,0.91011236,0.91011236,169,0,2,,25.56804734,FALSE,104,26.36889349,592094
Yuki Matsui,3,1.33,8,2.666666667,2.72,3,1,,0.266,0.088666667,2      ,  2/3 ,2,0.666666667,0,0,0,0,0,0,0,0,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,10,3.333333333,4,1.333333333,0,0,0,FALSE,SDP,,0,5.135,0.111111111,0.222222222,0.2,0.4,2,0,169,1,0,,2.644970414,FALSE,104,2.727816568,673513
Sean Reynolds,2,0.86,3,1.5,2.325,1,0.5,,0.149,0.0745,2      ,1      ,2,1,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5,1,0.5,0,0,0,0,9,4.5,4,2,0,0,0,FALSE,SDP,,0,5.135,0.111111111,0.111111111,0.222222222,0.444444444,1.5,0,169,0,0,,1.763313609,FALSE,104,1.818544379,669308
Alek Jacob,3,-0.04,10,3.333333333,1.723333333,1,0.333333333,,0.013,0.004333333,2  1/3 ,  7/9 ,3,1,1,0.333333333,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,11,3.666666667,5,1.666666667,0,0,0,FALSE,SDP,,3.857142857,10.42071429,0.111111111,0.111111111,0.272727273,0.454545455,1.714285714,3.857142857,169,0,0,,2.644970414,FALSE,104,2.727816568,689690
Tristan Beck,3,1.03,7,2.333333333,1.596666667,0,0,,0.195,0.065,2  2/3 ,  8/9 ,1,0.333333333,0,0,0,0,0,0,0,0,3,1,0,0,2,0.666666667,0,0,0,0,0,0,12,4,4,1.333333333,0,0,0,FALSE,SFG,,0,5.01,0.222222222,0.333333333,0.083333333,0.333333333,1.5,0,152,2,0,,2.940789474,FALSE,89,3.032901316,663941
Joel Peguero,4,3.3,5,1.25,1.575,2,0.5,,0.508,0.127,4  2/3 ,1  1/6 ,1,0.25,0,0,0,0,0,0,0,0,1,0.25,0,0,4,1,0,0,0,0,0,0,15,3.75,2,0.5,0,0,0,FALSE,SFG,,0,2.063571429,0.444444444,0.111111111,0.066666667,0.133333333,0.428571429,0,152,0,0,,3.921052632,FALSE,89,4.043868421,666711
Ryan Walker,9,0.43,18,2,2.55,5,0.555555556,,0.082,0.009111111,6  1/3 , 19/27,7,0.777777778,3,0.333333333,3,0.333333333,0,0,1,0.111111111,3,0.333333333,0,0,7,0.777777778,1,0.111111111,1,0.111111111,0,0,29,3.222222222,11,1.222222222,0,0,0,TRUE,SFG,,4.263157895,4.871842105,0.777777778,0.333333333,0.24137931,0.379310345,1.578947368,4.263157895,152,17,6,,8.822368421,FALSE,89,9.098703947,676254
Matt Gage,2,-2.8,3,1.5,1.845,0,0,,-0.424,-0.212,  2/3 ,  1/3 ,5,2.5,2,1,2,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,7,3.5,5,2.5,0,0,0,FALSE,SFG,,27,0.135,0.111111111,0,0.714285714,0.714285714,7.5,27,152,0,0,,1.960526316,FALSE,89,2.021934211,657424
Spencer Bivens,4,-0.04,1,0.25,1.9075,0,0,,0.085,0.02125,2  2/3 ,  2/3 ,4,1,1,0.25,1,0.25,0,0,1,0.25,0,0,0,0,4,1,1,0.25,0,0,0,0,13,3.25,5,1.25,0,0,0,FALSE,SFG,,3.375,6.135,0.444444444,0,0.307692308,0.384615385,1.5,3.375,152,3,0,,3.921052632,FALSE,89,4.043868421,702352
Joey Lucchesi,6,1.48,10,1.666666667,1.371666667,0,0,,0.123,0.0205,6  2/3 ,1  1/9 ,4,0.666666667,2,0.333333333,2,0.333333333,0,0,0,0,2,0.333333333,0,0,5,0.833333333,0,0,0,0,0,0,26,4.333333333,6,1,0,0,0,TRUE,SFG,,2.7,2.535,0.555555556,0.222222222,0.153846154,0.230769231,0.9,2.7,152,0,0,,5.881578947,FALSE,89,6.065802632,664192
Carson Seymour,1,-0.98,-1,-1,1.19,0,0,,-0.072,-0.072,2      ,2      ,1,1,2,2,2,2,0,0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,8,8,2,2,0,0,0,FALSE,SFG,,9,9.135,0.222222222,0.111111111,0.125,0.25,1,9,152,0,0,,0.980263158,FALSE,89,1.010967105,693313
Randy Rodríguez,13,5.81,30,2.307692308,1.880769231,4,0.307692308,,1.133,0.087153846,13  1/3 ,1  1/39,8,0.615384615,1,0.076923077,1,0.076923077,0,0,0,0,4,0.307692308,0,0,17,1.307692308,0,0,0,0,1,0.076923077,50,3.846153846,12,0.923076923,1,0.076923077,0,TRUE,SFG,,0.675,1.485,1.888888889,0.444444444,0.16,0.24,0.9,0.675,152,4,3,,12.74342105,FALSE,89,13.14257237,678495
Erik Miller,10,3.34,13,1.3,2.234,5,0.5,,0.394,0.0394,7      ,  7/10,8,0.8,2,0.2,2,0.2,0,0,0,0,5,0.5,0,0,4,0.4,1,0.1,0,0,0,0,33,3.3,14,1.4,0,0,1,TRUE,SFG,,2.571428571,4.563571429,0.444444444,0.555555556,0.242424242,0.424242424,1.857142857,2.571428571,152,0,2,,9.802631579,FALSE,89,10.10967105,669062
Kyle Harrison,1,0.03,1,1,1.29,0,0,,0.023,0.023,1  1/3 ,1  1/3 ,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,5,1,1,0,0,0,FALSE,SFG,,6.75,0.135,0.222222222,0,0.2,0.2,0.75,6.75,152,0,0,,0.980263158,FALSE,89,1.010967105,690986
Hayden Birdsong,3,2.9,7,2.333333333,1.376666667,0,0,,0.403,0.134333333,6      ,2      ,4,1.333333333,0,0,0,0,0,0,0,0,2,0.666666667,0,0,7,2.333333333,1,0.333333333,0,0,0,0,24,8,7,2.333333333,0,0,0,FALSE,SFG,,0,2.301666667,0.777777778,0.222222222,0.166666667,0.291666667,1,0,152,0,0,,2.940789474,FALSE,89,3.032901316,806185
Eduard Bazardo,12,5.82,37,3.083333333,1.293333333,1,0.083333333,,0.904,0.075333333,13  1/3 ,1  1/9 ,3,0.25,0,0,0,0,0,0,0,0,2,0.166666667,0,0,16,1.333333333,1,0.083333333,0,0,0,0,47,3.916666667,7,0.583333333,1,0.083333333,0,TRUE,SEA,,0,1.41,1.777777778,0.222222222,0.063829787,0.127659574,0.375,0,159,0,1,,11.24528302,FALSE,90,11.59750943,660825
Gabe Speier,24,7.48,54,2.25,1.93625,14,0.583333333,,1.629,0.067875,16  2/3 , 25/36,5,0.208333333,1,0.041666667,1,0.041666667,0,0,1,0.041666667,3,0.125,0,0,18,0.75,1,0.041666667,0,0,0,0,58,2.416666667,9,0.375,1,0.041666667,0,TRUE,SEA,,0.54,2.475,2,0.333333333,0.086206897,0.155172414,0.48,0.54,159,0,6,,22.49056604,FALSE,90,23.19501887,642100
Luke Jackson,4,1.59,9,2.25,1.4425,0,0,,0.254,0.0635,3  2/3 , 11/12,4,1,1,0.25,1,0.25,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,15,3.75,4,1,0,0,0,FALSE,SEA,,2.454545455,2.044090909,0.222222222,0,0.266666667,0.266666667,1.090909091,2.454545455,159,9,2,,3.748427673,FALSE,90,3.865836478,592426
Matt Brash,21,6.86,36,1.714285714,1.947619048,6,0.285714286,,1.495,0.071190476,18      ,  6/7 ,11,0.523809524,3,0.142857143,3,0.142857143,0,0,0,0,7,0.333333333,0,0,22,1.047619048,1,0.047619048,0,0,0,0,73,3.476190476,19,0.904761905,0,0,0,TRUE,SEA,,1.5,2.023888889,2.444444444,0.777777778,0.150684932,0.260273973,1,1.5,159,4,1,,19.67924528,FALSE,90,20.29564151,666374
Carlos Vargas,14,1.3,25,1.785714286,1.788571429,5,0.357142857,,0.512,0.036571429,13      , 13/14,13,0.928571429,4,0.285714286,4,0.285714286,0,0,2,0.142857143,5,0.357142857,0,0,8,0.571428571,0,0,1,0.071428571,1,0.071428571,54,3.857142857,18,1.285714286,1,0.071428571,0,TRUE,SEA,,2.769230769,5.058076923,0.888888889,0.555555556,0.240740741,0.333333333,1.384615385,2.769230769,159,1,7,,13.11949686,FALSE,90,13.53042767,672841
Casey Legumina,3,-0.21,4,1.333333333,1.653333333,2,0.666666667,,0.067,0.022333333,2      ,  2/3 ,2,0.666666667,2,0.666666667,2,0.666666667,0,0,0,0,3,1,0,0,2,0.666666667,0,0,0,0,0,0,11,3.666666667,5,1.666666667,1,0.333333333,1,FALSE,SEA,,9,5.635,0.222222222,0.333333333,0.181818182,0.454545455,2.5,9,159,0,0,,2.811320755,FALSE,90,2.899377358,668984
Jackson Kowar,1,0.44,1,1,3.08,0,0,,0.113,0.113,1      ,1      ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,2,2,0,0,0,FALSE,SEA,,0,6.135,0,0,0.25,0.5,1,0,159,0,0,,0.937106918,FALSE,90,0.966459119,663804
Collin Snider,4,2.4,12,3,1.2975,2,0.5,,0.318,0.0795,3  2/3 , 11/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2.75,0,0,0,0,0,FALSE,SEA,,0,2.044090909,0.222222222,0,0,0,0,0,159,0,0,,3.748427673,FALSE,90,3.865836478,676092
Trent Thornton,5,2.45,9,1.8,2.412,4,0.8,,0.495,0.099,4      ,  4/5 ,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,5,1,0,0,0,0,0,0,13,2.6,1,0.2,0,0,0,TRUE,SEA,,0,1.385,0.555555556,0.111111111,0,0.076923077,0.25,0,159,0,1,,4.685534591,FALSE,90,4.832295597,663423
Gregory Santos,1,0.44,1,1,1.25,0,0,,0.091,0.091,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,SEA,,0,3.135,0,0,0,0,0,0,159,0,1,,0.937106918,FALSE,90,0.966459119,666619
JoJo Romero,24,10.04,54,2.25,1.944166667,7,0.291666667,,1.884,0.0785,21  2/3 , 65/72,13,0.541666667,1,0.041666667,0,0,1,0.041666667,0,0,8,0.333333333,1,0.041666667,18,0.75,0,0,0,0,0,0,86,3.583333333,22,0.916666667,0,0,0,TRUE,STL,,0,2.581153846,2,0.888888889,0.151162791,0.244186047,0.969230769,0.415384615,157,8,1,,22.77707006,FALSE,92,23.49049682,668941
Ryan Fernandez,4,2.21,12,3,0.9825,0,0,,0.289,0.07225,4  1/3 ,1  1/12,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0.25,0,0,0,0,15,3.75,3,0.75,0,0,0,FALSE,STL,,0,1.981153846,0.444444444,0,0.133333333,0.2,0.461538462,0,157,1,1,,3.796178344,FALSE,92,3.915082803,681676
John King,3,-0.19,4,1.333333333,2.033333333,2,0.666666667,,0.03,0.01,1  2/3 ,  5/9 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,8,2.666666667,3,1,1,0.333333333,0,FALSE,STL,,0,1.935,0.111111111,0,0.375,0.375,1.8,0,157,0,1,,2.847133758,FALSE,92,2.936312102,667463
Kyle Leahy,18,4.44,40,2.222222222,1.716111111,5,0.277777778,,1.08,0.06,21  1/3 ,1  5/27,19,1.055555556,8,0.444444444,7,0.388888889,1,0.055555556,1,0.055555556,10,0.555555556,0,0,13,0.722222222,0,0,0,0,2,0.111111111,91,5.055555556,30,1.666666667,2,0.111111111,0,TRUE,STL,,2.953125,3.931875,1.444444444,1.111111111,0.208791209,0.318681319,1.359375,3.375,157,1,4,,17.08280255,FALSE,92,17.61787261,681517
Matt Svanson,5,4.06,12,2.4,1.782,5,1,,0.657,0.1314,7  2/3 ,1  8/15,3,0.6,0,0,0,0,0,0,0,0,4,0.8,0,0,10,2,1,0.2,0,0,0,0,31,6.2,8,1.6,2,0.4,0,TRUE,STL,,0,2.482826087,1.111111111,0.444444444,0.096774194,0.258064516,0.913043478,0,157,0,0,,4.74522293,FALSE,92,4.893853503,694335
Riley O'Brien,6,2.11,7,1.166666667,1.646666667,2,0.333333333,,0.414,0.069,5      ,  5/6 ,4,0.666666667,0,0,0,0,0,0,0,0,3,0.5,0,0,4,0.666666667,1,0.166666667,0,0,0,0,23,3.833333333,8,1.333333333,0,0,0,TRUE,STL,,0,3.935,0.444444444,0.333333333,0.173913043,0.347826087,1.4,0,157,6,3,,5.694267516,FALSE,92,5.872624204,676617
Phil Maton,22,11.02,44,2,1.576363636,8,0.363636364,,1.748,0.079454545,22      ,1      ,10,0.454545455,2,0.090909091,2,0.090909091,0,0,0,0,6,0.272727273,0,0,22,1,2,0.090909091,0,0,0,0,82,3.727272727,18,0.818181818,0,0,0,TRUE,STL,,0.818181818,2.225909091,2.444444444,0.666666667,0.12195122,0.219512195,0.727272727,0.818181818,157,5,5,,20.87898089,FALSE,92,21.53295541,664208
Chris Roycroft,2,0.68,1,0.5,1.6,2,1,,0.145,0.0725,1  2/3 ,  5/6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,2.5,0,0,1,0.5,0,FALSE,STL,,0,0.735,0.222222222,0,0,0,0,0,157,0,1,,1.898089172,FALSE,92,1.957541401,688297
Edwin Uceta,21,5.6,38,1.80952381,1.902857143,11,0.523809524,,1.583,0.075380952,21  1/3 ,1  1/63,14,0.666666667,6,0.285714286,6,0.285714286,0,0,3,0.142857143,5,0.238095238,0,0,34,1.619047619,1,0.047619048,1,0.047619048,0,0,83,3.952380952,21,1,2,0.095238095,0,TRUE,TBR,,2.53125,2.619375,3.777777778,0.555555556,0.168674699,0.240963855,0.890625,2.53125,151,1,5,,20.7218543,FALSE,87,21.37090728,670955
Garrett Cleavinger,21,4.93,31,1.476190476,1.752380952,12,0.571428571,,1.041,0.049571429,17      , 17/21,14,0.666666667,2,0.095238095,2,0.095238095,0,0,2,0.095238095,5,0.238095238,0,0,17,0.80952381,1,0.047619048,0,0,0,0,68,3.238095238,20,0.952380952,1,0.047619048,0,TRUE,TBR,,1.058823529,3.723235294,1.888888889,0.555555556,0.205882353,0.294117647,1.117647059,1.058823529,151,2,4,,20.7218543,FALSE,87,21.37090728,664076
Mason Montgomery,10,1.26,20,2,1.646,4,0.4,,0.384,0.0384,8      ,  4/5 ,5,0.5,2,0.2,1,0.1,1,0.1,1,0.1,3,0.3,0,0,12,1.2,0,0,0,0,0,0,32,3.2,9,0.9,2,0.2,0,TRUE,TBR,,1.125,2.885,1.333333333,0.333333333,0.15625,0.25,1,2.25,151,1,3,,9.867549669,FALSE,87,10.17662252,682254
Mason Englert,1,0.5,-1,-1,1.42,0,0,,0.108,0.108,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,TBR,,0,1.135,0.111111111,0,0,0,0,0,151,0,0,,0.986754967,FALSE,87,1.017662252,669438
Kevin Kelly,5,2.2,11,2.2,1.218,1,0.2,,0.346,0.0692,5      ,1      ,3,0.6,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6,0,0,0,0,0,0,20,4,5,1,0,0,0,TRUE,TBR,,0,3.135,0.333333333,0.222222222,0.15,0.25,1,0,151,0,4,,4.933774834,FALSE,87,5.088311258,687330
Eric Orze,1,-0.86,2,2,2.02,0,0,,-0.065,-0.065,  2/3 ,  2/3 ,1,1,2,2,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,4,2,2,0,0,0,FALSE,TBR,,27,4.635,0.111111111,0.111111111,0.25,0.5,3,27,151,3,0,,0.986754967,FALSE,87,1.017662252,679358
Manuel Rodríguez,11,4.75,21,1.909090909,1.820909091,5,0.454545455,,0.92,0.083636364,11      ,1      ,8,0.727272727,1,0.090909091,1,0.090909091,0,0,1,0.090909091,3,0.272727273,0,0,7,0.636363636,0,0,0,0,0,0,41,3.727272727,11,1,2,0.181818182,0,TRUE,TBR,,0.818181818,3.862272727,0.777777778,0.333333333,0.195121951,0.268292683,1,0.818181818,151,0,0,,10.85430464,FALSE,87,11.19428477,655889
Hunter Bigge,1,0.53,3,3,1.74,0,0,,0.093,0.093,1      ,1      ,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,5,2,2,0,0,0,FALSE,TBR,,0,4.135,0.111111111,0.111111111,0.2,0.4,2,0,151,0,1,,0.986754967,FALSE,87,1.017662252,685801
Hoby Milner,18,6.46,34,1.888888889,1.647222222,14,0.777777778,,1.184,0.065777778,20      ,1  1/9 ,14,0.777777778,4,0.222222222,4,0.222222222,0,0,1,0.055555556,3,0.166666667,0,0,19,1.055555556,0,0,0,0,0,0,75,4.166666667,17,0.944444444,2,0.111111111,0,TRUE,TEX,,1.8,2.335,2.111111111,0.333333333,0.186666667,0.226666667,0.85,1.8,146,0,4,,18.36986301,TRUE,80,18.94524658,571948
